user_id,nama,ratings
1,Ramadanu flower garden,0.5972796152847061
1,Kebun Buah Mangunan,0.33303625217761695
1,Desa Wisata Pentingsari,0.1691950493991713
1,Jogja Bay,0.14857467494347054
1,Goa Kiskendo,0.12931028241240047
1,Malioboro,0.11302004063222011
1,Galaxy Waterpark,0.11182512437540075
1,Wana Tirta Mangrove Forests,0.10933054698267083
1,Kaliadem,0.10030611679482178
1,Wisata Air Wanatirta Kencana,0.0805462283507049
2,Galaxy Waterpark,0.26383229691270804
2,Ngobaran Beach,0.25926686499540974
2,Pantai Sepanjang,0.24420499862629083
2,Ratu Boko,0.22898825036443948
2,Restoe Boemi Kreo,0.22719234574897146
2,Taman Lampion (Taman Pelangi),0.22280439892365472
2,Taman Pelangi Jogja,0.21785239802762443
2,Pantai Ngrenehan,0.20256156570025657
2,Museum HM Soeharto,0.19879079823137008
2,Desa Wisata Pentingsari,0.19115764543537012
3,Museum Batik Keraton Yogyakarta,0.20182075078531228
3,Kaliadem,0.07117321201076639
3,Galaxy Waterpark,0.07057740009038997
3,Pantai Indrayanti,0.06508800739674618
3,Pantai Nglolang,0.06347507269002665
3,Grojogan Watu Purbo Bangunrejo,0.056980671723246154
3,Candi Ijo,0.056743232852193425
3,Wisata Air Wanatirta Kencana,0.056561450826233414
3,Pantai Glagah,0.05428138338061738
3,XT Square,0.05365429854257744
4,Puncak Suroloyo,0.3504271638519235
4,The Palace of Yogyakarta (Keraton Yogyakarta),0.29248637576172626
4,Sindu Kusuma Edupark (SKE),0.18711235616120808
4,Pantai Cemara Sewu Bantul Yogyakarta,0.16448502050844024
4,Kaliadem,0.14468193043812633
4,Wisata Alam Watu Amben,0.12763397636209295
4,Bukit Wisata Pulepayung,0.12677554603423694
4,XT Square,0.11973415747200933
4,Stonehenge Merapi,0.11006254180025413
4,Pantai Sepanjang,0.10843654086713278
5,Puncak Kebun Buah Mangunan,0.16830834974805617
5,Pantai Nglambor,0.13183585304316361
5,CitraGrand Mutiara Waterpark Yogyakarta,0.12489742349429138
5,Kawasan Ekowisata Gunung Api Purba Nglanggeran,0.12320568828078983
5,Candi Kalasan,0.11784749829660444
5,Wisata Telaga Potorono,0.10102988485804612
5,Candi Ijo,0.09202467687063422
5,Hutan Pinus Mangunan Dlingo,0.08965930484902991
5,Blue Lagoon Jogja,0.08620189570322945
5,Selopamioro Adventure Park,0.08516723282084439
6,Ngobaran Beach,0.2534033666328762
6,Museum Sandi,0.17668121302493658
6,Mangrove Jembatan Api-Api (MJAA),0.16195925169239242
6,Pantai Sepanjang,0.1472648508795908
6,Wisata Kalibiru,0.1429474428923388
6,Embung Tambakboyo,0.1385057108418073
6,Jogja National Museum,0.12044683634270577
6,Kawasan Ekowisata Gunung Api Purba Nglanggeran,0.1137807505347776
6,XT Square,0.11126854528308511
6,Bukit Wisata Pulepayung,0.10886806459011916
7,The Lost World Castle,0.24958750686288045
7,Central Museum of the Air Force Dirgantara Mandala,0.2259288709472056
7,Blue Lagoon Jogja,0.12722979248618244
7,Malioboro,0.10419132699753042
7,Bukit Wisata Pulepayung,0.09477363848498058
7,Candi Borobudur,0.07922371856059555
7,Bukit Teletubbies,0.07594244875273838
7,Pesona Pengklik Pantai Samas,0.0752858838134494
7,Pantai Ngobaran,0.07339654469366436
7,Candi Sewu,0.07061935803591132
8,Central Museum of the Air Force Dirgantara Mandala,0.11548141339481861
8,Kawasan Pantai Baron,0.11275581862419841
8,Bukit Klangon,0.08065606961419483
8,Pintoe Langit Dahromo,0.07518764109475036
8,Omah Petroek,0.06980480282020493
8,Pantai Ngetun,0.06586037467872163
8,Pantai Siung,0.06481358781578263
8,Wisata Air Wanatirta Kencana,0.06307763253440563
8,Bukit Wisata Pulepayung,0.06214253571252437
8,Pantai Ngobaran,0.06194924169388585
9,Omah Petroek,0.1439529047170008
9,Pantai Sepanjang,0.14107228499385213
9,Seribu Batu Songgo Langit,0.14074426401963916
9,XT Square,0.10788088308092969
9,Museum Sandi,0.10588399247143776
9,Goa Jomblang,0.09198211916846381
9,Pemecah Ombak Pantai Glagah,0.08877948849318573
9,Candi Sojiwan,0.08591112936463097
9,Bukit Teletubbies,0.08519649832669952
9,Jogja National Museum,0.08063782932808966
10,Omah Petroek,0.0977236450034846
10,Grojogan Watu Purbo Bangunrejo,0.08863337481918501
10,Pantai Goa Cemara,0.08637499330363425
10,Pantai Cemara Sewu Bantul Yogyakarta,0.08578701785773919
10,Wisata Air Wanatirta Kencana,0.08020126921876101
10,Kaliadem,0.0772711185231659
10,Pantai Ngrenehan,0.07638268607585649
10,Pantai Indrayanti,0.07610976283273668
10,Bukit Klangon,0.07550466877973089
10,Tebing Gunung Gajah,0.0751072026968447
11,Taman Pelangi Jogja,0.22407445003635038
11,Museum Sandi,0.11379309945267123
11,Kawasan Pantai Baron,0.1137773112725157
11,Jogja National Museum,0.09674441457329784
11,Pantai Siung,0.08343115171346244
11,The World Landmarks - Merapi Park Yogyakarta,0.08332742061408785
11,Kaliadem,0.0697752401126757
